groupID,featureID,PAS_ID,gene,feature,APA_direction,exonBaseMean,dispersion,stat,pvalue,padj,log2fold_Experimental_v_Control,countData.Control_S1,countData.Control_S2,countData.Experimental_S4,countData.Experimental_S5,genomicData.seqnames,genomicData.start,genomicData.end,genomicData.width,genomicData.strand
TLN1,chr9_-_35696950,chr9:-:35696950,TLN1,chr9_-_35696950,Shortened,22.8945147496596,0.577784344020569,0.128960128349433,0.719512659077663,1,0.764708881356185,18,11,48,10,chr9,35696950,35696950,1,-
TLN1,chr9_-_35697339,chr9:-:35697339,TLN1,chr9_-_35697339,Lengthened,1506.47143267641,0.29585105421542,0.0152342383648403,0.901768932603831,1,-0.363110554532394,1664,1337,1241,2016,chr9,35697339,35697339,1,-
GNE,chr9_-_36214444,chr9:-:36214444,GNE,chr9_-_36214444,Shortened,135.911407481941,0.681535012200212,1.48696396754555,0.22268811553903,1,0.0669222927724755,168,68,149,178,chr9,36214444,36214444,1,-
RNF38,chr9_-_36336404,chr9:-:36336404,RNF38,chr9_-_36336404,Lengthened,128.289791078379,0.584001936300598,1.82195719967756,0.177080482445596,1,-0.486224058592282,117,153,98,160,chr9,36336404,36336404,1,-
TOMM5,chr9_-_37588417,chr9:-:37588417,TOMM5,chr9_-_37588417,Lengthened,1442.71662512181,0.114420246196736,0.0746259426854721,0.784716780190077,1,-0.107511590447006,1709,1130,1153,2046,chr9,37588417,37588417,1,-
TOMM5,chr9_-_37588707,chr9:-:37588707,TOMM5,chr9_-_37588707,Shortened,518.096829042591,0.122633733141804,0.0735408021485284,0.786249461079594,1,0.0917256839605276,427,514,482,728,chr9,37588707,37588707,1,-
EXOSC3,chr9_-_37780457,chr9:-:37780457,EXOSC3,chr9_-_37780457,Lengthened,117.99704509074,0.630057321030972,0.26087381087585,0.609520469673395,1,-0.255605345945686,100,151,68,176,chr9,37780457,37780457,1,-
SHB,chr9_-_37915899,chr9:-:37915899,SHB,chr9_-_37915899,Shortened,10.0180842803475,0.826919986927975,1.13230317175243,0.287284600914018,1,1.67254304294022,1,5,12,27,chr9,37915899,37915899,1,-
SHB,chr9_-_37919133,chr9:-:37919133,SHB,chr9_-_37919133,Lengthened,85.5561113485291,0.231304039096415,0.0503406066041947,0.822471649366268,1,-0.0287866119895224,38,85,122,100,chr9,37919133,37919133,1,-
SHB,chr9_-_37919553,chr9:-:37919553,SHB,chr9_-_37919553,Lengthened,39.05935287162,0.330485788449412,0.423959630362447,0.514967849274023,1,-0.576288458615876,40,31,42,47,chr9,37919553,37919553,1,-
AK3,chr9_-_4711157,chr9:-:4711157,AK3,chr9_-_4711157,Lengthened,203.630821063392,0.190303449663969,0.0814260333352053,0.775374116160629,1,-0.270529237435624,273,179,126,273,chr9,4711157,4711157,1,-
AK3,chr9_-_4711280,chr9:-:4711280,AK3,chr9_-_4711280,Lengthened,249.332907163891,0.219856923740807,0.00790039403946707,0.929173971581606,1,-0.00879174636178526,235,270,292,187,chr9,4711280,4711280,1,-
PLGRKT,chr9_-_5357973,chr9:-:5357973,PLGRKT,chr9_-_5357973,Lengthened,87.106032448915,0.460745220175102,2.6142255098258,0.105909222144766,1,-0.837939824046446,53,93,64,164,chr9,5357973,5357973,1,-
ERMP1,chr9_-_5784573,chr9:-:5784573,ERMP1,chr9_-_5784573,Lengthened,90.281320863196,0.597272883723545,1.06474261596408,0.302135991198073,1,-0.346646840657902,86,79,81,131,chr9,5784573,5784573,1,-
BRD10,chr9_-_5919023,chr9:-:5919023,BRD10,chr9_-_5919023,Shortened,57.8694631945614,0.278310065982027,3.32521477461088,0.0682251029019855,1,0.504096301536606,68,40,36,106,chr9,5919023,5919023,1,-
PTAR1,chr9_-_69709529,chr9:-:69709529,PTAR1,chr9_-_69709529,Lengthened,82.71506862201,0.612888504490103,0.287803734200168,0.59163139866733,1,-0.154800180590344,68,88,106,64,chr9,69709529,69709529,1,-
KLF9,chr9_-_70384607,chr9:-:70384607,KLF9,chr9_-_70384607,Shortened,161.976887472242,0.159565590918651,0.561681927214494,0.453583361272032,1,0.265124230393967,90,192,164,221,chr9,70384607,70384607,1,-
KLF9,chr9_-_70387194,chr9:-:70387194,KLF9,chr9_-_70387194,Lengthened,143.707475057699,0.165211248373882,0.54370692402594,0.460900504191095,1,-0.275429396953714,107,195,83,218,chr9,70387194,70387194,1,-
CEMIP2,chr9_-_71683367,chr9:-:71683367,CEMIP2,chr9_-_71683367,Shortened,398.131074252873,0.160052560527156,0.0752835788380679,0.783793739143644,1,0.263699383676686,390,303,428,522,chr9,71683367,71683367,1,-
CEMIP2,chr9_-_71683577,chr9:-:71683577,CEMIP2,chr9_-_71683577,Lengthened,27.2598645333698,0.508598614224614,1.29098310288838,0.255866856352511,1,-1.17928029810697,28,44,5,37,chr9,71683577,71683577,1,-
ABHD17B,chr9_-_71865153,chr9:-:71865153,ABHD17B,chr9_-_71865153,Lengthened,53.434190569498,0.361383770228339,0.000147705500623374,0.990303216375998,1,-0.034691329789295,66,46,60,40,chr9,71865153,71865153,1,-
ABHD17B,chr9_-_71865371,chr9:-:71865371,ABHD17B,chr9_-_71865371,Shortened,22.6355632670427,0.897538924852658,0.554600724760078,0.456443910080809,1,0.0859368390838311,1,43,23,23,chr9,71865371,71865371,1,-
ZFAND5,chr9_-_72351412,chr9:-:72351412,ZFAND5,chr9_-_72351412,Lengthened,48.6278237742102,0.260761557270709,0.0141901994348217,0.905178207381012,1,-0.0177966173474173,32,60,54,49,chr9,72351412,72351412,1,-
ZFAND5,chr9_-_72351608,chr9:-:72351608,ZFAND5,chr9_-_72351608,Shortened,109.575649999526,0.205229557589953,0.0603864354852703,0.805886202767272,1,0.275155275161407,132,59,101,171,chr9,72351608,72351608,1,-
ZFAND5,chr9_-_72354461,chr9:-:72354461,ZFAND5,chr9_-_72354461,Shortened,924.229056468611,0.100464571554986,0.549970658366618,0.458329683355109,1,0.257519378688608,805,796,966,1255,chr9,72354461,72354461,1,-
ZFAND5,chr9_-_72355873,chr9:-:72355873,ZFAND5,chr9_-_72355873,Lengthened,84.370895969116,0.249740840475081,1.57667009095179,0.209240992748235,1,-0.962874120601762,74,136,79,36,chr9,72355873,72355873,1,-
ALDH1A1,chr9_-_72900672,chr9:-:72900672,ALDH1A1,chr9_-_72900672,Shortened,1592.9482974798,0.101839448488842,1.24020850026182,0.265430874524426,1,0.325554493481057,1540,1589,1636,1686,chr9,72900672,72900672,1,-
ALDH1A1,chr9_-_72900966,chr9:-:72900966,ALDH1A1,chr9_-_72900966,Lengthened,195.522569964904,0.134204066576972,0.947900110662601,0.330254382635444,1,-0.443341273020475,272,211,129,180,chr9,72900966,72900966,1,-
C9orf40,chr9_-_74946956,chr9:-:74946956,C9orf40,chr9_-_74946956,Shortened,18.6752948413524,0.854329607447385,0.318767594628568,0.572349218364336,1,0.580061647934658,18,1,34,23,chr9,74946956,74946956,1,-
C9orf40,chr9_-_74947630,chr9:-:74947630,C9orf40,chr9_-_74947630,Lengthened,51.7832096451344,0.62815107094612,1.19943810159563,0.273434012599703,1,-0.410398633869304,35,46,17,138,chr9,74947630,74947630,1,-
NMRK1,chr9_-_75061202,chr9:-:75061202,NMRK1,chr9_-_75061202,Shortened,70.4303557674069,0.382329998755341,0.0535486262634777,0.816999589918251,1,0.0165222930116951,93,55,67,71,chr9,75061202,75061202,1,-
RFK,chr9_-_76385529,chr9:-:76385529,RFK,chr9_-_76385529,Lengthened,635.002474407888,0.163957922913986,0.0833066361294925,0.772865384965097,1,-0.200581779672479,498,625,582,947,chr9,76385529,76385529,1,-
RFK,chr9_-_76386603,chr9:-:76386603,RFK,chr9_-_76386603,Shortened,71.5605151326397,0.3081712608027,0.000162304899006926,0.989835310238929,1,0.205972896034763,47,61,25,194,chr9,76386603,76386603,1,-
PRUNE2,chr9_-_76611377,chr9:-:76611377,PRUNE2,chr9_-_76611377,Lengthened,88.5474389185929,0.698107927322371,2.86569941762077,0.0904863679093069,1,-1.88680861347432,85,135,24,128,chr9,76611377,76611377,1,-
GNAQ,chr9_-_77717327,chr9:-:77717327,GNAQ,chr9_-_77717327,Lengthened,149.325135885683,0.165604485012266,0.0607460835159515,0.805320587559048,1,-0.223725967455598,146,150,139,176,chr9,77717327,77717327,1,-
GNAQ,chr9_-_77718754,chr9:-:77718754,GNAQ,chr9_-_77718754,Shortened,185.722554662942,0.136148977409753,0.0709206026770488,0.790001069967625,1,0.0894803872029302,162,168,132,334,chr9,77718754,77718754,1,-
GNAQ,chr9_-_77720284,chr9:-:77720284,GNAQ,chr9_-_77720284,Shortened,64.968144790136,0.231724359346164,0.925478862122191,0.336040502218487,1,0.871498558263228,50,34,46,162,chr9,77720284,77720284,1,-
DMAC1,chr9_-_7798347,chr9:-:7798347,DMAC1,chr9_-_7798347,Shortened,423.463949918857,0.555026484278327,1.61432843469467,0.203884423381032,1,0.211262201287628,498,298,375,599,chr9,7798347,7798347,1,-
PTPRD,chr9_-_8314247,chr9:-:8314247,PTPRD,chr9_-_8314247,Lengthened,60.7212527043759,0.847392555722838,1.28900987180845,0.256230498863454,1,-0.695571200967961,69,41,86,43,chr9,8314247,8314247,1,-
UBQLN1,chr9_-_83659971,chr9:-:83659971,UBQLN1,chr9_-_83659971,Shortened,1245.98300721245,0.0974996567524494,0.00201999191315849,0.964151690150515,1,0.0239116698062052,1242,1036,1208,1676,chr9,83659971,83659971,1,-
UBQLN1,chr9_-_83660276,chr9:-:83660276,UBQLN1,chr9_-_83660276,Lengthened,16.8021152431348,0.550152314485517,0.143776595807893,0.70455506059557,1,-0.687172394173121,11,27,10,21,chr9,83660276,83660276,1,-
UBQLN1,chr9_-_83660877,chr9:-:83660877,UBQLN1,chr9_-_83660877,Lengthened,68.7419479282682,0.274373764384639,0.00263765356284296,0.959040178811434,1,-0.174008973421028,110,27,68,78,chr9,83660877,83660877,1,-
UBQLN1,chr9_-_83661427,chr9:-:83661427,UBQLN1,chr9_-_83661427,Shortened,148.760744791215,0.14991095605816,0.0642058811754112,0.799967785879795,1,0.232517277717842,127,124,122,262,chr9,83661427,83661427,1,-
HNRNPK,chr9_-_83968084,chr9:-:83968084,HNRNPK,chr9_-_83968084,Lengthened,345.586615859261,0.122137215167569,0.00461953170164975,0.945811794703328,1,-0.12657509492494,317,319,259,571,chr9,83968084,83968084,1,-
HNRNPK,chr9_-_83968271,chr9:-:83968271,HNRNPK,chr9_-_83968271,Shortened,1024.16035159276,0.0960176797256137,0.987378000820655,0.32038405946201,1,0.34045268799483,803,770,1237,1422,chr9,83968271,83968271,1,-
HNRNPK,chr9_-_83968353,chr9:-:83968353,HNRNPK,chr9_-_83968353,Shortened,19.7545793967426,0.514151632932754,0.256732323086666,0.612374033049874,1,0.682023029377147,9,17,12,51,chr9,83968353,83968353,1,-
HNRNPK,chr9_-_83968910,chr9:-:83968910,HNRNPK,chr9_-_83968910,Lengthened,4526.14455937881,0.0867705293838734,0.826144712472299,0.363389699846511,1,-0.32182134642189,4518,4399,4053,5665,chr9,83968910,83968910,1,-
AGTPBP1,chr9_-_85546540,chr9:-:85546540,AGTPBP1,chr9_-_85546540,Shortened,41.5490100187155,0.376117245813101,0.175336147155335,0.675412303612283,1,0.0479654576208146,93,42,14,15,chr9,85546540,85546540,1,-
GOLM1,chr9_-_86026147,chr9:-:86026147,GOLM1,chr9_-_86026147,Lengthened,596.004921804783,0.110292278369564,0.114398512142358,0.735191006998558,1,-0.124755049471917,703,541,510,691,chr9,86026147,86026147,1,-
GOLM1,chr9_-_86027700,chr9:-:86027700,GOLM1,chr9_-_86027700,Shortened,61.4095288467376,0.216727009491623,0.24490960497296,0.62068241090054,1,0.259639245265794,74,39,68,70,chr9,86027700,86027700,1,-
ISCA1,chr9_-_86264550,chr9:-:86264550,ISCA1,chr9_-_86264550,Shortened,182.352083147212,0.150774209957576,1.81708341785233,0.177660838078826,1,0.368852214788123,198,199,166,171,chr9,86264550,86264550,1,-
TUT7,chr9_-_86287735,chr9:-:86287735,TUT7,chr9_-_86287735,Shortened,115.504724842227,0.781131140243237,0.232962293109225,0.629335979238708,1,0.134533986793095,115,121,150,62,chr9,86287735,86287735,1,-
SHC3,chr9_-_89005772,chr9:-:89005772,SHC3,chr9_-_89005772,Lengthened,19.3046731216585,0.844571532568392,0.286810733382964,0.592271573528345,1,-0.00162621266947305,21,8,1,62,chr9,89005772,89005772,1,-
SHC3,chr9_-_89013183,chr9:-:89013183,SHC3,chr9_-_89013183,Shortened,35.5733335465113,0.308468559651339,0.768043962817728,0.380822849081076,1,0.332925880588401,17,28,18,100,chr9,89013183,89013183,1,-
SPTLC1,chr9_-_92031148,chr9:-:92031148,SPTLC1,chr9_-_92031148,Lengthened,763.829082792857,0.215180745446139,0.279944492226377,0.596737600791382,1,-0.541560148705377,709,681,806,933,chr9,92031148,92031148,1,-
SPTLC1,chr9_-_92031349,chr9:-:92031349,SPTLC1,chr9_-_92031349,Shortened,103.782359300645,0.252543575143294,0.196252595668426,0.65776279929674,1,0.0267896319940384,47,102,63,250,chr9,92031349,92031349,1,-
IPPK,chr9_-_92614558,chr9:-:92614558,IPPK,chr9_-_92614558,Lengthened,306.025692234721,0.673139569624668,0.668588820780087,0.413544041340335,1,-0.056395274595868,279,242,241,549,chr9,92614558,92614558,1,-
BICD2,chr9_-_92711371,chr9:-:92711371,BICD2,chr9_-_92711371,Lengthened,180.813072374401,0.476504014921639,1.4105898843397,0.234958493776514,1,-0.0487978577334207,173,209,123,247,chr9,92711371,92711371,1,-
FAM120AOS,chr9_-_93443589,chr9:-:93443589,FAM120AOS,chr9_-_93443589,Lengthened,8.34246846870628,0.910058128984546,0.757446713982631,0.384128749984533,1,-1.77105522612613,11,13,2,8,chr9,93443589,93443589,1,-
FAM120AOS,chr9_-_93445609,chr9:-:93445609,FAM120AOS,chr9_-_93445609,Shortened,31.1668431453326,0.334347591232172,0.0713300890527222,0.78940992618518,1,0.190391800929106,26,26,28,52,chr9,93445609,93445609,1,-
FAM120AOS,chr9_-_93446501,chr9:-:93446501,FAM120AOS,chr9_-_93446501,Lengthened,194.927253293124,0.184239714504949,1.16886547346061,0.279634477826745,1,-0.399772289618503,208,193,226,143,chr9,93446501,93446501,1,-
FAM120AOS,chr9_-_93447222,chr9:-:93447222,FAM120AOS,chr9_-_93447222,Shortened,60.4248301964611,0.260894260125033,1.86198767311113,0.172395569480598,1,1.08951773367358,38,30,63,134,chr9,93447222,93447222,1,-
FANCC,chr9_-_95099056,chr9:-:95099056,FANCC,chr9_-_95099056,Shortened,23.5671647939752,0.886297173180024,2.75708165510819,0.0968247181372887,1,1.0664403112749,6,21,33,38,chr9,95099056,95099056,1,-
SLC35D2,chr9_-_96320711,chr9:-:96320711,SLC35D2,chr9_-_96320711,Lengthened,295.903179152955,0.645990379215258,1.72152629614116,0.189496695647668,1,-0.961893492719601,377,275,279,257,chr9,96320711,96320711,1,-
ZNF367,chr9_-_96385945,chr9:-:96385945,ZNF367,chr9_-_96385945,Shortened,44.7951859107755,1.27744199663598,0.369568376104226,0.54323963417035,1,0.940581950269282,15,31,49,101,chr9,96385945,96385945,1,-
PRXL2C,chr9_-_96639580,chr9:-:96639580,PRXL2C,chr9_-_96639580,Lengthened,128.380144209878,0.237150316114703,0.209504416432864,0.647156114858451,1,-0.204677454757023,166,157,89,102,chr9,96639580,96639580,1,-
PRXL2C,chr9_-_96641252,chr9:-:96641252,PRXL2C,chr9_-_96641252,Shortened,45.7671229245747,0.339997433750003,0.150203493988116,0.698340967988557,1,0.302102270999828,77,25,53,25,chr9,96641252,96641252,1,-
XPA,chr9_-_97674910,chr9:-:97674910,XPA,chr9_-_97674910,Shortened,55.0459574603228,0.290160177212498,1.44206192235841,0.229805967849567,1,0.719045607832158,24,61,83,49,chr9,97674910,97674910,1,-
XPA,chr9_-_97675375,chr9:-:97675375,XPA,chr9_-_97675375,Lengthened,51.3770928885011,0.29916017523604,1.40184157391873,0.236415474390383,1,-0.744616637657218,44,84,28,52,chr9,97675375,97675375,1,-
TRMO,chr9_-_97904550,chr9:-:97904550,TRMO,chr9_-_97904550,Lengthened,48.6255360317542,0.437504957951289,1.35187078764057,0.244951329303961,1,-0.593660097033252,70,29,53,44,chr9,97904550,97904550,1,-
GABBR2,chr9_-_98288111,chr9:-:98288111,GABBR2,chr9_-_98288111,Lengthened,168.503073773027,0.149865154733283,0.182028261552531,0.669635947845274,1,-0.172559568011859,198,144,106,267,chr9,98288111,98288111,1,-
GABBR2,chr9_-_98290296,chr9:-:98290296,GABBR2,chr9_-_98290296,Shortened,374.180728447479,0.126275583972705,0.214794382794139,0.643035289828366,1,0.142820589846155,296,378,285,628,chr9,98290296,98290296,1,-
ALG2,chr9_-_99216445,chr9:-:99216445,ALG2,chr9_-_99216445,Shortened,74.8097943554368,0.210167301419184,2.9240448377297,0.0872688557089405,1,0.983682391685231,58,32,81,154,chr9,99216445,99216445,1,-
ALG2,chr9_-_99217370,chr9:-:99217370,ALG2,chr9_-_99217370,Lengthened,435.304991273821,0.147833947036919,3.52482387126101,0.0604562482999921,1,-0.638990025041892,509,462,330,478,chr9,99217370,99217370,1,-
ERP44,chr9_-_99981315,chr9:-:99981315,ERP44,chr9_-_99981315,Lengthened,26.9405134043369,0.740158967025021,0.0302866431979254,0.861841428605178,1,-1.20535582653074,3,65,24,10,chr9,99981315,99981315,1,-
ERP44,chr9_-_99982138,chr9:-:99982138,ERP44,chr9_-_99982138,Lengthened,113.809665235341,0.237954899289018,0.126424636865536,0.722168288758398,1,-0.138729609339394,129,92,148,79,chr9,99982138,99982138,1,-
ERP44,chr9_-_99982482,chr9:-:99982482,ERP44,chr9_-_99982482,Shortened,909.419953203051,0.11827712376429,0.119591742564978,0.729477700070096,1,0.0761897178440485,747,878,790,1401,chr9,99982482,99982482,1,-
ERP44,chr9_-_99982534,chr9:-:99982534,ERP44,chr9_-_99982534,Shortened,50.394452220107,0.25047979750992,0.679958740595637,0.409600932008148,1,0.91419325619708,36,28,45,113,chr9,99982534,99982534,1,-
INVS,chr9_+_100300815,chr9:+:100300815,INVS,chr9_+_100300815,Shortened,37.922592576539,1.28036101273316,0.166954579420803,0.682832674321963,1,0.632220713476794,17,64,13,68,chr9,100300815,100300815,1,+
MSANTD3,chr9_+_100451229,chr9:+:100451229,MSANTD3,chr9_+_100451229,Shortened,463.060226383774,0.113384668085032,0.00210192593240777,0.9634323842739,1,0.00469858363776154,431,375,415,730,chr9,100451229,100451229,1,+
MSANTD3,chr9_+_100451728,chr9:+:100451728,MSANTD3,chr9_+_100451728,Shortened,160.323994555003,0.150453230321809,0.0238998478877335,0.877140015701662,1,0.078733770219201,111,158,162,236,chr9,100451728,100451728,1,+
RNF20,chr9_+_101563342,chr9:+:101563342,RNF20,chr9_+_101563342,Shortened,242.549278608451,0.305003163900913,1.997097155893,0.157600783358159,1,0.557164514872641,237,215,250,291,chr9,101563342,101563342,1,+
SMC2,chr9_+_104139651,chr9:+:104139651,SMC2,chr9_+_104139651,Shortened,25.1043613219738,1.2915222832404,0.59380644408634,0.44095095372226,1,1.61786479048419,34,7,48,6,chr9,104139651,104139651,1,+
NIPSNAP3A,chr9_+_104759580,chr9:+:104759580,NIPSNAP3A,chr9_+_104759580,Shortened,161.263043513676,0.185461110147389,0.00442160075813547,0.946983644139618,1,0.07010456796072,113,199,105,265,chr9,104759580,104759580,1,+
NIPSNAP3A,chr9_+_104760118,chr9:+:104760118,NIPSNAP3A,chr9_+_104760118,Shortened,232.840809489051,0.161380426309049,0.022612958659181,0.880467929838825,1,0.255409223356916,219,207,238,293,chr9,104760118,104760118,1,+
SLC44A1,chr9_+_105390428,chr9:+:105390428,SLC44A1,chr9_+_105390428,Shortened,1069.79144213685,0.105228028907296,0.268400151084535,0.604406988918834,1,0.103992701346657,1122,1004,851,1479,chr9,105390428,105390428,1,+
SLC44A1,chr9_+_105391399,chr9:+:105391399,SLC44A1,chr9_+_105391399,Lengthened,528.767059810979,0.112611531453211,0.302935554797145,0.58204791747462,1,-0.253226715285626,610,564,457,503,chr9,105391399,105391399,1,+
FKTN,chr9_+_105640052,chr9:+:105640052,FKTN,chr9_+_105640052,Shortened,25.0332169666247,0.551015177026209,0.0414636076173309,0.838645659100468,1,0.764937711703549,18,13,4,85,chr9,105640052,105640052,1,+
FKTN,chr9_+_105640552,chr9:+:105640552,FKTN,chr9_+_105640552,Lengthened,43.1011229668708,0.468794758572442,0.157331274075744,0.691625528053493,1,-0.762399416751709,13,80,13,78,chr9,105640552,105640552,1,+
FKTN,chr9_+_105641117,chr9:+:105641117,FKTN,chr9_+_105641117,Shortened,36.776041303392,0.522113915974801,0.23118628614219,0.630645606951248,1,0.14301718251532,42,18,30,69,chr9,105641117,105641117,1,+
RAD23B,chr9_+_107330445,chr9:+:107330445,RAD23B,chr9_+_107330445,Lengthened,186.263563617245,0.131345403448128,0.446104361131688,0.504190760318911,1,-0.333051879615176,259,141,112,275,chr9,107330445,107330445,1,+
RAD23B,chr9_+_107330886,chr9:+:107330886,RAD23B,chr9_+_107330886,Shortened,417.091707524544,0.115905954510507,0.321169964275583,0.570905386200262,1,0.334026362837298,390,315,354,718,chr9,107330886,107330886,1,+
RAD23B,chr9_+_107331041,chr9:+:107331041,RAD23B,chr9_+_107331041,Shortened,283.271994772962,0.138239867435554,0.0417998388653444,0.838001791397479,1,0.0818361446873617,383,149,245,415,chr9,107331041,107331041,1,+
RAD23B,chr9_+_107331559,chr9:+:107331559,RAD23B,chr9_+_107331559,Lengthened,23.4556195228045,0.403267851761545,0.69696475548254,0.403805463708061,1,-0.968250063669781,39,21,9,29,chr9,107331559,107331559,1,+
RAD23B,chr9_+_107331685,chr9:+:107331685,RAD23B,chr9_+_107331685,Lengthened,26.1932824679521,0.461397872211607,0.132070315665175,0.716295048878572,1,-0.376215227957772,41,16,31,15,chr9,107331685,107331685,1,+
RAD23B,chr9_+_107332188,chr9:+:107332188,RAD23B,chr9_+_107332188,Lengthened,34.001637200722,0.612851659715835,0.114546753883261,0.73502593540479,1,-0.29152997437613,12,58,6,73,chr9,107332188,107332188,1,+
PALM2AKAP2,chr9_+_110169417,chr9:+:110169417,PALM2AKAP2,chr9_+_110169417,Shortened,212.757070782897,0.127112817293125,0.158998997394647,0.690079792324002,1,0.066185519944443,221,150,205,315,chr9,110169417,110169417,1,+
PALM2AKAP2,chr9_+_110170206,chr9:+:110170206,PALM2AKAP2,chr9_+_110170206,Lengthened,737.771809962296,0.105920865232281,0.340929218640326,0.559293349788701,1,-0.423399870785357,753,764,556,991,chr9,110170206,110170206,1,+
PALM2AKAP2,chr9_+_110170241,chr9:+:110170241,PALM2AKAP2,chr9_+_110170241,Shortened,166.424740151644,0.14237041189011,1.0345663788269,0.309088564446998,1,0.536976171259326,103,134,192,269,chr9,110170241,110170241,1,+
PALM2AKAP2,chr9_+_110172509,chr9:+:110172509,PALM2AKAP2,chr9_+_110172509,Lengthened,879.412670324446,0.101808402163603,0.00320697829273797,0.954839785876364,1,-0.205296363540132,972,718,844,1086,chr9,110172509,110172509,1,+
UGCG,chr9_+_111933150,chr9:+:111933150,UGCG,chr9_+_111933150,Lengthened,480.510621901511,0.197279980367089,2.28089009898258,0.130976686083665,1,-0.068781660893281,483,464,498,499,chr9,111933150,111933150,1,+
HSDL2,chr9_+_112470547,chr9:+:112470547,HSDL2,chr9_+_112470547,Lengthened,69.0770016565407,0.256062901847851,0.250231041155388,0.616912441254757,1,-0.347698385592185,112,61,52,52,chr9,112470547,112470547,1,+
HSDL2,chr9_+_112470604,chr9:+:112470604,HSDL2,chr9_+_112470604,Shortened,33.7475087840595,0.295344682144896,0.0944239265747484,0.758626631152067,1,0.452111547574106,40,27,23,53,chr9,112470604,112470604,1,+
HSDL2,chr9_+_112471691,chr9:+:112471691,HSDL2,chr9_+_112471691,Lengthened,31.0167761993818,0.406034074402854,3.04097480520056,0.0811871504433942,1,-2.04261650960927,37,64,5,16,chr9,112471691,112471691,1,+
HSDL2,chr9_+_112472404,chr9:+:112472404,HSDL2,chr9_+_112472404,Shortened,148.157895818532,0.226831757692642,0.169304900851103,0.680730304466999,1,0.374540011949325,215,89,64,278,chr9,112472404,112472404,1,+
SLC31A1,chr9_+_113261262,chr9:+:113261262,SLC31A1,chr9_+_113261262,Lengthened,100.746116264264,0.16279599730505,0.00679491945346911,0.934303745808331,1,-0.0121517628093644,141,84,78,110,chr9,113261262,113261262,1,+
SLC31A1,chr9_+_113261547,chr9:+:113261547,SLC31A1,chr9_+_113261547,Shortened,179.163900937667,0.159448394758982,0.262802311919515,0.608201432531975,1,0.232125135904555,223,148,111,277,chr9,113261547,113261547,1,+
SLC31A1,chr9_+_113264313,chr9:+:113264313,SLC31A1,chr9_+_113264313,Shortened,28.2759142436976,0.41949718702577,0.267575805815454,0.604962597396417,1,0.82239803564412,25,22,43,21,chr9,113264313,113264313,1,+
SLC31A1,chr9_+_113264491,chr9:+:113264491,SLC31A1,chr9_+_113264491,Lengthened,141.426370516545,0.143659860285039,0.883266911099497,0.347308457388862,1,-0.577275038915634,217,148,89,116,chr9,113264491,113264491,1,+
PRPF4,chr9_+_113292212,chr9:+:113292212,PRPF4,chr9_+_113292212,Lengthened,213.308035766061,0.15103460704068,0.387597037244007,0.533565213013197,1,-0.215911351970433,249,188,209,219,chr9,113292212,113292212,1,+
PRPF4,chr9_+_113292706,chr9:+:113292706,PRPF4,chr9_+_113292706,Lengthened,20.8735352506235,0.436401287233902,0.000126947406002387,0.991010349897391,1,-0.114599927556193,17,24,16,30,chr9,113292706,113292706,1,+
PRPF4,chr9_+_113292774,chr9:+:113292774,PRPF4,chr9_+_113292774,Shortened,53.1007260887485,0.252827009971328,0.0809582122657133,0.776003046760892,1,0.139374223414544,36,59,56,66,chr9,113292774,113292774,1,+
PRPF4,chr9_+_113292904,chr9:+:113292904,PRPF4,chr9_+_113292904,Shortened,14.3108292773379,0.767288721213944,0.155375605438721,0.693450273382916,1,0.933134184181473,14,5,5,43,chr9,113292904,113292904,1,+
ZNF618,chr9_+_114050183,chr9:+:114050183,ZNF618,chr9_+_114050183,Shortened,518.157483989956,0.177844115204087,0.452037725385296,0.50136885621973,1,0.310172613940715,340,643,651,404,chr9,114050183,114050183,1,+
ZNF618,chr9_+_114056591,chr9:+:114056591,ZNF618,chr9_+_114056591,Lengthened,174.181369126347,0.220828107397714,0.340629519452037,0.559466076577408,1,-0.323172800566022,216,191,108,202,chr9,114056591,114056591,1,+
COL27A1,chr9_+_114311528,chr9:+:114311528,COL27A1,chr9_+_114311528,Shortened,107.220849033295,0.178727674142227,0.228646020171894,0.632529606504927,1,0.0160430991765876,23,95,118,228,chr9,114311528,114311528,1,+
ATP6V1G1,chr9_+_114597857,chr9:+:114597857,ATP6V1G1,chr9_+_114597857,Lengthened,30.758002950168,0.461605844067103,0.220939861163714,0.638324722601351,1,-0.630942802188254,13,65,18,26,chr9,114597857,114597857,1,+
ATP6V1G1,chr9_+_114598372,chr9:+:114598372,ATP6V1G1,chr9_+_114598372,Shortened,2064.67754571853,0.1691934826542,0.185845494917118,0.66639710695424,1,0.482989888711607,2113,1790,1789,2918,chr9,114598372,114598372,1,+
ATP6V1G1,chr9_+_114598871,chr9:+:114598871,ATP6V1G1,chr9_+_114598871,Shortened,26.1844219660304,0.418877475028703,0.013264756796417,0.908308216355583,1,0.861108886840443,21,22,12,62,chr9,114598871,114598871,1,+
TMEM268,chr9_+_114646416,chr9:+:114646416,TMEM268,chr9_+_114646416,Shortened,30.792504689945,0.876944616532339,1.75741226038127,0.184947614845526,1,0.749372963447191,35,12,38,43,chr9,114646416,114646416,1,+
